,name,na_sales,eu_sales,jp_sales,other_sales,global_sales
2534,MediEvil: Resurrection,0.19,0.41,0.0,0.22,0.81
2535,Valkyrie Profile,0.07,0.05,0.63,0.05,0.81
2537,Patapon,0.33,0.25,0.07,0.16,0.81
2541,Pro Evolution Soccer 2010,0.12,0.58,0.03,0.08,0.81
2542,Tom Clancy's Rainbow Six 3,0.4,0.31,0.0,0.1,0.81
2543,Madden NFL 25,0.67,0.05,0.0,0.08,0.81
2544,NCAA Football 10,0.75,0.0,0.0,0.06,0.81
2547,Guitar Hero: Warriors of Rock,0.33,0.34,0.0,0.13,0.81
2551,The Sims 2,0.67,0.03,0.0,0.11,0.81
2552,Dragon Ball: Raging Blast 2,0.42,0.18,0.11,0.09,0.81
2555,Yakuza,0.03,0.02,0.74,0.01,0.8
2557,Star Wars Rogue Squadron III: Rebel Strike,0.62,0.16,0.0,0.02,0.8
2559,Hitman: Contracts,0.39,0.31,0.0,0.1,0.8
2560,Professor Layton vs Phoenix Wright: Ace Attorney,0.2,0.26,0.3,0.04,0.8
2561,Ben 10: Alien Force,0.52,0.21,0.0,0.07,0.8
2562,Final Fantasy Anthology,0.45,0.3,0.0,0.05,0.8
2563,DiRT 2,0.32,0.39,0.0,0.09,0.8
2564,Prince of Persia: Warrior Within,0.48,0.28,0.0,0.04,0.8
2566,Killzone: Mercenary,0.2,0.39,0.04,0.17,0.8
2567,Pro Evolution Soccer 2010,0.09,0.33,0.2,0.18,0.8
2568,Guitar Hero: Metallica,0.52,0.2,0.0,0.07,0.8
2569,Final Fantasy X / X-2 HD Remaster,0.16,0.24,0.28,0.12,0.8
2571,Need for Speed: Hot Pursuit 2,0.68,0.09,0.0,0.02,0.8
2576,Rayman Raving Rabbids 2,0.73,0.01,0.0,0.06,0.8
2577,The Sims 2: Pets,0.19,0.38,0.0,0.22,0.79
2579,Dragon Ball Z: Budokai Tenkaichi 2,0.66,0.02,0.0,0.11,0.79
2580,Guitar Hero: Aerosmith,0.61,0.0,0.0,0.18,0.79
2581,Star Wars The Clone Wars: Republic Heroes,0.43,0.29,0.0,0.07,0.79
2583,pro evolution soccer 2011,0.05,0.3,0.29,0.16,0.79
2584,Harvest Moon: A Wonderful Life,0.61,0.16,0.0,0.02,0.79
2587,DmC: Devil May Cry,0.24,0.26,0.19,0.1,0.79
2588,Motocross Mania,0.44,0.3,0.0,0.05,0.79
2590,Darksiders II,0.45,0.27,0.0,0.07,0.79
2591,Need for Speed Rivals,0.37,0.35,0.01,0.07,0.79
2592,[Prototype 2],0.48,0.24,0.0,0.07,0.79
2596,Armored Core 2,0.28,0.22,0.23,0.07,0.79
2598,The Godfather II,0.47,0.23,0.01,0.08,0.79
2599,Dragon's Dogma,0.42,0.23,0.07,0.06,0.79
2600,Pro Evolution Soccer 2016,0.13,0.42,0.13,0.1,0.79
2603,Rare Replay,0.49,0.22,0.01,0.07,0.79
2604,Band Hero,0.51,0.21,0.0,0.07,0.79
2605,NCAA Football 08,0.65,0.03,0.0,0.11,0.79
2606,FIFA Soccer 2004,0.24,0.49,0.0,0.05,0.79
2607,The Sims 2: Castaway,0.08,0.46,0.0,0.25,0.79
2608,Star Ocean: The Last Hope,0.32,0.2,0.21,0.06,0.79
2609,Sniper: Ghost Warrior,0.27,0.34,0.04,0.13,0.79
2610,Invizimals,0.17,0.5,0.0,0.11,0.79
2613,WWE 2K15,0.36,0.29,0.0,0.13,0.78
2614,Too Human,0.38,0.29,0.03,0.08,0.78
2616,Tiger Woods PGA Tour 10,0.42,0.25,0.0,0.11,0.78
2619,Tom Clancy's Splinter Cell: Double Agent,0.67,0.04,0.01,0.06,0.78
2621,Naruto Shippuden: Ultimate Ninja Storm 2,0.43,0.27,0.01,0.07,0.78
2622,Golden Sun: Dark Dawn,0.51,0.09,0.13,0.05,0.78
2623,Fight Night Champion,0.4,0.31,0.0,0.07,0.78
2625,Dead Island: Riptide,0.44,0.26,0.01,0.07,0.78
2628,Star Wars The Clone Wars: Jedi Alliance,0.61,0.11,0.0,0.06,0.78
2629,The World Ends With You,0.49,0.04,0.21,0.04,0.78
2630,Drawn to Life,0.71,0.01,0.0,0.06,0.78
2631,Sid Meier's Civilization Revolution,0.49,0.19,0.01,0.09,0.78
2632,NBA 2K7,0.65,0.02,0.0,0.11,0.78
2635,James Bond 007: Nightfire,0.6,0.16,0.0,0.02,0.78
2637,Goldeneye 007: Reloaded,0.33,0.33,0.0,0.12,0.78
2639,Rayman Origins,0.38,0.32,0.0,0.08,0.78
2641,Aliens: Colonial Marines,0.36,0.34,0.0,0.07,0.77
2642,Lips,0.12,0.56,0.0,0.1,0.77
2646,MadWorld,0.45,0.23,0.02,0.07,0.77
2647,Need for Speed: ProStreet,0.24,0.33,0.01,0.19,0.77
2648,Perfect Dark Zero,0.66,0.02,0.03,0.06,0.77
2649,Marvel Nemesis: Rise of the Imperfects,0.64,0.02,0.0,0.1,0.77
2651,Need for Speed: Porsche Unleashed,0.43,0.29,0.0,0.05,0.77
2654,Resident Evil: Operation Raccoon City,0.55,0.14,0.03,0.06,0.77
2655,UFC Personal Trainer: The Ultimate Fitness System,0.53,0.18,0.0,0.06,0.77
2657,Worms: Open Warfare,0.11,0.43,0.0,0.23,0.77
2661,Star Wars Episode II: Attack of the Clones,0.55,0.2,0.0,0.01,0.77
2662,Ghost Squad,0.42,0.21,0.08,0.07,0.77
2664,Maximo: Ghosts to Glory,0.38,0.29,0.0,0.1,0.77
2665,Donkey Kong Country 3,0.45,0.17,0.14,0.01,0.77
2666,All-Star Baseball 2003,0.38,0.29,0.0,0.1,0.77
2667,Unlimited Saga,0.1,0.08,0.56,0.03,0.77
2668,Pokemon Dash,0.21,0.14,0.38,0.04,0.77
2669,Dragon Ball: Raging Blast,0.37,0.19,0.11,0.1,0.77
2670,Twisted Metal: Head On,0.71,0.0,0.0,0.06,0.77
2672,Sonic Unleashed,0.37,0.04,0.0,0.36,0.76
2679,Driv3r,0.36,0.38,0.0,0.03,0.76
2684,ISS Pro Evolution,0.0,0.0,0.71,0.05,0.76
2685,Need For Speed: Undercover,0.23,0.31,0.03,0.19,0.76
2686,Metroid Prime Hunters,0.57,0.04,0.11,0.06,0.76
2687,Bayonetta 2,0.32,0.28,0.1,0.06,0.76
2688,Star Wars Battlefront: Elite Squadron,0.38,0.23,0.0,0.15,0.76
2695,Syphon Filter: The Omega Strain,0.37,0.29,0.0,0.1,0.76
2697,The Sims 3,0.3,0.37,0.03,0.07,0.76
2698,Mortal Kombat: Deception,0.61,0.12,0.0,0.03,0.76
2699,That's So Raven,0.54,0.2,0.0,0.01,0.76
2700,DJ Hero,0.45,0.23,0.0,0.07,0.76
2703,Portal 2,0.33,0.32,0.0,0.1,0.76
2704,Duke Nukem Forever,0.33,0.31,0.0,0.12,0.76
2705,Star Wars: The Force Unleashed II,0.52,0.18,0.0,0.06,0.76
2712,Harry Potter and the Half-Blood Prince,0.28,0.39,0.0,0.08,0.75
2713,Wall-E,0.21,0.0,0.0,0.54,0.75
2714,Professor Layton and the Azran Legacy,0.0,0.48,0.25,0.03,0.75
2716,Mega Man X5,0.3,0.21,0.2,0.05,0.75
2718,Titanfall 2,0.34,0.25,0.05,0.12,0.75
2719,Genji: Days of the Blade,0.18,0.37,0.06,0.14,0.75
2720,Metal Gear Solid V: The Phantom Pain,0.41,0.26,0.01,0.07,0.75
2721,Rockstar Games presents Table Tennis,0.28,0.38,0.0,0.08,0.75
2722,Drawn to Life: The Next Chapter,0.28,0.39,0.0,0.08,0.75
2723,PokePark 2: Wonders Beyond,0.26,0.19,0.27,0.04,0.75
2724,DJ Hero 2,0.47,0.19,0.0,0.1,0.75
2725,WWE SmackDown vs. Raw 2009,0.41,0.2,0.0,0.14,0.75
2726,LEGO Batman 2: DC Super Heroes,0.41,0.28,0.0,0.06,0.75
2727,SoulCalibur V,0.35,0.23,0.07,0.09,0.75
2728,Shark Tale,0.37,0.29,0.0,0.1,0.75
2730,Zone of the Enders,0.3,0.24,0.13,0.08,0.75
2734,Pro Evolution Soccer 2015,0.09,0.45,0.11,0.1,0.75
2735,Tony Hawk's Underground 2,0.48,0.24,0.0,0.03,0.75
2736,Madden NFL 06,0.69,0.0,0.0,0.06,0.75
2738,Raving Rabbids: Travel in Time,0.21,0.46,0.0,0.08,0.75
2739,Capcom vs. SNK 2: Mark of the Millennium 2001,0.22,0.17,0.3,0.06,0.75
2740,MVP 06 NCAA Baseball,0.62,0.02,0.0,0.1,0.75
2741,Turok,0.46,0.2,0.01,0.07,0.75
2743,Coded Arms,0.28,0.29,0.0,0.17,0.75
2744,Final Fantasy Tactics A2: Grimoire of the Rift,0.38,0.03,0.3,0.04,0.75
2747,The Lord of the Rings: Conquest,0.38,0.25,0.0,0.11,0.74
2748,Band Hero,0.41,0.23,0.0,0.11,0.74
2749,Burnout,0.36,0.28,0.0,0.1,0.74
2750,Spectrobes,0.66,0.02,0.0,0.06,0.74
2753,The Godfather II,0.41,0.21,0.01,0.1,0.74
2754,Mortal Kombat: Unchained,0.67,0.01,0.0,0.06,0.74
2755,Need for Speed: Shift,0.16,0.37,0.01,0.21,0.74
2756,Dark Souls II,0.48,0.18,0.01,0.07,0.74
2758,Assassin's Creed: Revelations,0.14,0.48,0.0,0.12,0.74
2760,[Prototype 2],0.36,0.28,0.0,0.1,0.74
2761,Midnight Club 3: DUB Edition,0.61,0.1,0.0,0.03,0.74
2762,Resident Evil: Revelations,0.14,0.29,0.22,0.09,0.74
2763,Tom Clancy's Rainbow Six: Vegas,0.42,0.19,0.0,0.13,0.74
2767,Red Faction: Guerrilla,0.33,0.27,0.02,0.12,0.74
2770,Ace Combat: Assault Horizon,0.3,0.15,0.22,0.07,0.74
2772,Unreal Championship,0.59,0.12,0.0,0.03,0.74
2775,Crysis 2,0.16,0.45,0.0,0.13,0.74
2776,Tales of Vesperia,0.32,0.17,0.19,0.05,0.74
2777,MLB 13: The Show,0.67,0.0,0.0,0.07,0.74
2778,LEGO Marvel Super Heroes,0.31,0.35,0.02,0.06,0.74
2779,Namco Museum Remix,0.68,0.0,0.0,0.05,0.74
2781,Sword of Mana,0.31,0.11,0.3,0.02,0.74
2783,Marvel: Ultimate Alliance 2,0.49,0.15,0.0,0.09,0.73
2784,Dragon Age: Inquisition,0.33,0.34,0.0,0.06,0.73
2785,Resonance of Fate,0.2,0.21,0.24,0.08,0.73
2787,Pirates of the Caribbean: At World's End,0.17,0.41,0.0,0.15,0.73
2792,Tiger Woods PGA Tour 08,0.22,0.37,0.0,0.14,0.73
2793,Classic NES Series: Donkey Kong,0.4,0.15,0.17,0.01,0.73
2794,Harvest Moon: Animal Parade,0.58,0.08,0.02,0.05,0.73
2798,WWE SmackDown vs. Raw 2010,0.49,0.17,0.0,0.06,0.73
2799,Style Savvy: Trendsetters,0.16,0.02,0.53,0.01,0.73
2801,Final Fantasy XIII-2,0.36,0.29,0.02,0.06,0.73
2803,Oddworld: Munch's Oddysee,0.54,0.16,0.0,0.03,0.73
2804,Persona 4: Arena,0.3,0.11,0.24,0.07,0.73
2806,Brink,0.29,0.32,0.01,0.12,0.73
2807,NHL 11,0.61,0.07,0.0,0.05,0.73
2808,NCAA Football 07,0.67,0.0,0.0,0.06,0.73
2810,Full Spectrum Warrior,0.54,0.16,0.0,0.03,0.73
2811,LEGO Marvel's Avengers,0.26,0.35,0.0,0.12,0.73
2812,Katamari Damacy,0.47,0.02,0.17,0.08,0.73
2813,Just Dance 2015,0.38,0.29,0.0,0.06,0.73
2815,LEGO Dimensions,0.24,0.37,0.0,0.12,0.73
2816,Naruto Shippuden: Ultimate Ninja Storm Generations,0.27,0.24,0.14,0.08,0.73
2817,Shaun Palmer's Pro Snowboarder,0.36,0.28,0.0,0.09,0.73
2818,James Bond 007: Agent Under Fire,0.56,0.15,0.0,0.02,0.72
2819,Harvest Moon DS: Island of Happiness,0.43,0.01,0.25,0.04,0.72
2820,Star Wars Episode III: Revenge of the Sith,0.52,0.19,0.0,0.01,0.72
2821,Ultimate Spider-Man,0.6,0.02,0.0,0.1,0.72
2822,Monopoly Streets,0.23,0.42,0.0,0.08,0.72
2829,Total War: Rome II,0.12,0.53,0.0,0.07,0.72
2830,NBA Live 08,0.59,0.02,0.01,0.1,0.72
2831,Star Ocean: The Last Hope International,0.28,0.15,0.22,0.07,0.72
2832,Dead to Rights,0.53,0.17,0.0,0.03,0.72
2833,Indiana Jones and the Staff of Kings,0.36,0.29,0.0,0.07,0.72
2834,Tiger Woods PGA Tour 07,0.6,0.02,0.0,0.1,0.72
2837,Major League Baseball 2K7,0.67,0.0,0.0,0.06,0.72
2839,Persona Q: Shadow of the Labyrinth,0.34,0.07,0.27,0.04,0.72
2840,MLB 14: The Show,0.58,0.0,0.0,0.14,0.72
2841,X-Men: Mutant Academy 2,0.4,0.27,0.0,0.05,0.72
2842,Kirby: Canvas Curse,0.36,0.0,0.32,0.03,0.72
2845,Madden NFL 10,0.62,0.04,0.0,0.06,0.72
2846,MLB 09: The Show,0.66,0.0,0.0,0.06,0.72
2847,Borderlands: The Pre-Sequel,0.46,0.19,0.01,0.07,0.72
2850,Super Monkey Ball Jr.,0.51,0.19,0.0,0.01,0.72
2851,The Witcher 3: Wild Hunt,0.21,0.46,0.0,0.05,0.72
2852,F1 2011,0.11,0.5,0.01,0.09,0.72
2853,Mobile Suit Gundam: Encounters in Space,0.05,0.04,0.61,0.01,0.72
2854,MLB 10: The Show,0.66,0.0,0.0,0.06,0.72
2855,MX vs. ATV Reflex,0.52,0.14,0.0,0.06,0.72
2856,Blur,0.22,0.36,0.02,0.12,0.72
2859,Battlefield: Bad Company 2,0.19,0.53,0.0,0.0,0.72
2860,DiRT 3,0.23,0.4,0.01,0.08,0.72
2861,The Lord of the Rings: The Two Towers,0.45,0.24,0.0,0.03,0.71
2862,Madden NFL 2003,0.67,0.02,0.0,0.03,0.71
2863,Skate,0.62,0.03,0.0,0.06,0.71
2865,XCOM: Enemy Unknown,0.27,0.36,0.0,0.08,0.71
2866,Ben 10: Protector of Earth,0.23,0.3,0.0,0.18,0.71
2867,Virtua Fighter 4: Evolution,0.35,0.27,0.0,0.09,0.71
2868,Crysis,0.0,0.69,0.0,0.02,0.71
2869,Resident Evil: Survivor,0.23,0.15,0.29,0.05,0.71
2870,The Sims 2: Castaway,0.62,0.04,0.0,0.06,0.71
2872,Godzilla: Destroy All Monsters Melee,0.55,0.14,0.0,0.02,0.71
2875,Silent Hill 3,0.35,0.27,0.0,0.09,0.71
2877,Spyro: Enter the Dragonfly,0.55,0.14,0.0,0.02,0.71
2879,Power Rangers: Dino Thunder,0.35,0.27,0.0,0.09,0.71
2880,Madden NFL 08,0.6,0.04,0.0,0.07,0.71
2885,Madden NFL 09,0.65,0.0,0.0,0.06,0.71
2887,NBA Live 09,0.5,0.14,0.0,0.07,0.71
2889,Dragon Ball: Xenoverse 2,0.24,0.27,0.09,0.1,0.71
2890,Dynasty Warriors 6,0.18,0.07,0.41,0.04,0.71
2893,NCAA Football 09,0.65,0.0,0.0,0.05,0.71
2894,Doom 3: Resurrection of Evil,0.53,0.15,0.0,0.03,0.71
2895,SSX,0.38,0.26,0.0,0.06,0.7
2896,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,0.18,0.01,0.5,0.02,0.7
2897,Two Worlds,0.41,0.22,0.0,0.07,0.7
2898,Tony Hawk's Underground,0.54,0.14,0.0,0.02,0.7
2899,Spider-Man 2,0.35,0.21,0.0,0.14,0.7
2901,NCAA Football 08,0.65,0.0,0.0,0.05,0.7
2903,Skylanders: Trap Team,0.38,0.26,0.0,0.06,0.7
2904,Star Wars: Obi-Wan,0.52,0.16,0.0,0.02,0.7
2905,Ace Attorney Investigations: Miles Edgeworth,0.23,0.14,0.3,0.04,0.7
2906,Kill.Switch,0.34,0.27,0.0,0.09,0.7
2907,Catherine,0.3,0.14,0.2,0.06,0.7
2910,SplashDown,0.34,0.27,0.0,0.09,0.7
2912,Jade Empire,0.48,0.19,0.0,0.03,0.7
2913,Infinite Undiscovery,0.34,0.18,0.12,0.06,0.7
2917,Lego Star Wars: The Force Awakens,0.16,0.43,0.01,0.11,0.7
2918,NHL 12,0.55,0.1,0.0,0.05,0.7
2919,Advance Wars,0.5,0.19,0.0,0.01,0.7
2920,NASCAR 2001,0.34,0.27,0.0,0.09,0.7
2923,Mafia,0.34,0.27,0.0,0.09,0.7
2925,Ape Escape: On the Loose,0.52,0.0,0.12,0.05,0.7
2926,Mobile Suit Gundam: Journey to Jaburo,0.16,0.13,0.36,0.04,0.7
2927,MLB 08: The Show,0.64,0.0,0.0,0.05,0.7
2928,TimeSplitters 2,0.34,0.27,0.0,0.09,0.7
2929,Omerta: City of Gangsters,0.42,0.22,0.0,0.06,0.7
2930,Driver: San Francisco,0.25,0.37,0.0,0.07,0.7
2931,Classic NES Series: Zelda II: The Adventure of Link,0.37,0.14,0.17,0.01,0.7
2934,James Bond 007: Blood Stone,0.18,0.36,0.02,0.13,0.7
2938,Metal Gear Solid: Portable Ops Plus,0.26,0.0,0.26,0.17,0.69
2939,LEGO Rock Band,0.41,0.22,0.0,0.06,0.69
2941,Halo 2 Multiplayer Map Pack,0.54,0.13,0.0,0.02,0.69
2942,Mortal Kombat: Shaolin Monks,0.58,0.02,0.0,0.09,0.69
2947,MotionSports,0.38,0.25,0.0,0.06,0.69
2948,MX vs. ATV Unleashed: On the Edge,0.64,0.0,0.0,0.05,0.69
2949,Mario Pinball Land,0.5,0.18,0.0,0.01,0.69
2952,Dragon Ball Z: Budokai,0.53,0.14,0.0,0.02,0.69
2955,Plants vs. Zombies: Garden Warfare,0.39,0.23,0.0,0.06,0.69
2956,Need for Speed Rivals,0.46,0.17,0.0,0.07,0.69
2957,The Sims 2: Apartment Pets,0.31,0.3,0.0,0.07,0.69
2958,Harry Potter and the Chamber of Secrets,0.53,0.14,0.0,0.02,0.69
2959,Prince of Persia: The Forgotten Sands,0.19,0.36,0.01,0.12,0.69
2961,The Lord of the Rings: The Return of the King,0.53,0.14,0.0,0.02,0.69
2962,The Sims: Medieval,0.28,0.32,0.0,0.09,0.69
2964,Top Spin 4,0.17,0.39,0.0,0.13,0.69
2966,Baldur's Gate: Dark Alliance II,0.34,0.26,0.0,0.09,0.68
2967,Shark Tale,0.49,0.18,0.0,0.01,0.68
2968,IL-2 Sturmovik: Birds of Prey,0.34,0.25,0.0,0.1,0.68
2972,NBA Street Vol. 2,0.62,0.04,0.0,0.02,0.68
2974,MX vs. ATV Untamed,0.55,0.08,0.0,0.06,0.68
2975,The Last Remnant,0.25,0.2,0.18,0.06,0.68
2976,NCAA Football 2005,0.63,0.02,0.0,0.03,0.68
2978,The Sly Collection,0.52,0.08,0.01,0.08,0.68
2979,Naruto: Clash of Ninja,0.53,0.14,0.0,0.02,0.68
2980,Sniper Elite 3,0.24,0.34,0.0,0.11,0.68
2981,Prince of Persia: The Two Thrones,0.57,0.02,0.0,0.09,0.68
2982,Hot Shots Golf: Open Tee 2,0.21,0.11,0.28,0.08,0.68
2985,Suikoden II,0.15,0.1,0.38,0.04,0.68
2986,Iron Man,0.32,0.25,0.0,0.11,0.68
2987,FIFA Soccer 06,0.29,0.38,0.0,0.01,0.68
2988,Fight Night 2004,0.51,0.15,0.0,0.02,0.68
2990,.hack//Mutation Part 2,0.23,0.18,0.2,0.06,0.68
2991,Wolfenstein: The New Order,0.34,0.28,0.0,0.06,0.68
2992,Cars: Mater-National Championship,0.63,0.0,0.0,0.05,0.68
2995,Kirby's Dream Collection: Special Edition,0.33,0.0,0.33,0.02,0.67
2996,Return to Castle Wolfenstein: Tides of War,0.49,0.16,0.0,0.02,0.67
2997,RIFT,0.44,0.16,0.0,0.07,0.67
2998,Spider-Man 3,0.26,0.29,0.02,0.11,0.67
3000,Mass Effect,0.0,0.59,0.0,0.08,0.67
3006,The Evil Within,0.35,0.25,0.0,0.06,0.67
3007,Armored Core 3,0.22,0.17,0.23,0.06,0.67
3008,Star Wars: Republic Commando,0.48,0.17,0.0,0.02,0.67
3011,The LEGO Movie Videogame,0.24,0.31,0.01,0.11,0.67
3012,Turok,0.35,0.21,0.01,0.1,0.67
3014,Terraria,0.35,0.27,0.0,0.06,0.67
3015,Red Steel,0.54,0.03,0.04,0.05,0.67
3020,Unreal Tournament III,0.33,0.23,0.0,0.1,0.67
3022,Fossil Fighters: Champions,0.31,0.0,0.34,0.02,0.67
3023,The Sims 3,0.38,0.22,0.0,0.06,0.67
3029,NFL Street,0.49,0.15,0.0,0.02,0.66
3030,Final Fantasy Crystal Chronicles: Ring of Fates,0.22,0.01,0.42,0.02,0.66
3031,Bakugan: Battle Brawlers,0.59,0.03,0.0,0.05,0.66
3032,Blazing Angels: Squadrons of WWII,0.35,0.22,0.0,0.1,0.66
3033,WWE SmackDown vs. RAW 2007,0.33,0.2,0.0,0.14,0.66
3035,F1 2015,0.09,0.45,0.03,0.1,0.66
3036,Tony Hawk's Proving Ground,0.55,0.02,0.0,0.09,0.66
3037,The Darkness,0.2,0.33,0.0,0.13,0.66
3039,MLB 2004,0.32,0.25,0.0,0.08,0.66
3043,Darkstone,0.37,0.25,0.0,0.04,0.66
3044,NCAA March Madness 2003,0.32,0.25,0.0,0.08,0.66
3047,Thrillville,0.55,0.02,0.0,0.09,0.66
3051,Castlevania: Lords of Shadow,0.42,0.17,0.01,0.05,0.66
3053,NHL 10,0.51,0.1,0.0,0.06,0.66
3059,Street Fighter Anniversary Collection,0.32,0.25,0.0,0.08,0.66
3061,NHL 13,0.51,0.1,0.0,0.05,0.66
3062,Napoleon: Total War,0.02,0.53,0.0,0.12,0.66
3065,Rayman Legends,0.25,0.33,0.03,0.05,0.66
3066,The Sims: Bustin' Out,0.43,0.2,0.0,0.03,0.66
3067,BioShock Infinite,0.29,0.3,0.0,0.07,0.66
3069,Ratatouille,0.22,0.27,0.0,0.16,0.66
3070,Lollipop Chainsaw,0.27,0.2,0.11,0.08,0.66
3071,Tom Clancy's EndWar,0.33,0.22,0.01,0.1,0.66
3072,Shrek: Hassle at the Castle,0.47,0.17,0.0,0.01,0.66
3073,Suikoden IV,0.17,0.13,0.3,0.05,0.66
3074,Gods Eater Burst,0.03,0.0,0.62,0.0,0.66
3075,Fist of the North Star: Ken's Rage,0.06,0.03,0.55,0.01,0.66
3078,One Piece: Pirate Warriors 2,0.0,0.19,0.42,0.05,0.66
3080,Brothers In Arms: Road to Hill 30,0.49,0.14,0.0,0.02,0.66
3084,LEGO Jurassic World,0.38,0.22,0.0,0.06,0.65
3085,Kung Fu Panda,0.24,0.0,0.0,0.41,0.65
3086,Freedom Wars,0.15,0.1,0.32,0.08,0.65
3090,Shaun White Snowboarding,0.31,0.23,0.01,0.1,0.65
3091,Radiata Stories,0.18,0.14,0.29,0.05,0.65
3094,F-Zero GX,0.41,0.11,0.12,0.02,0.65
3095,Disney's Chicken Little,0.32,0.25,0.0,0.08,0.65
3096,Scene It? Box Office Smash,0.33,0.25,0.0,0.07,0.65
3097,Yoshi Topsy-Turvy,0.25,0.09,0.3,0.01,0.65
3098,Monster Jam: Maximum Destruction,0.32,0.25,0.0,0.08,0.65
3100,Tiger Woods PGA Tour 09,0.34,0.22,0.0,0.1,0.65
3102,Mortal Kombat,0.42,0.13,0.0,0.1,0.65
3104,Tiger Woods PGA Tour 09,0.35,0.23,0.0,0.07,0.65
3105,Advance Wars 2: Black Hole Rising,0.47,0.17,0.0,0.01,0.65
3106,Wario: Master of Disguise,0.28,0.02,0.33,0.03,0.65
3108,The Last Story,0.3,0.13,0.18,0.04,0.65
3109,Drakengard,0.19,0.15,0.26,0.05,0.65
3112,Champions: Return to Arms,0.32,0.25,0.0,0.08,0.65
3113,Harry Potter and the Goblet of Fire,0.54,0.02,0.0,0.09,0.65
3119,Tiger Woods PGA Tour 10,0.39,0.2,0.0,0.06,0.65
3120,007: Quantum of Solace,0.29,0.28,0.01,0.07,0.65
3123,Farming Simulator 17,0.03,0.58,0.0,0.04,0.65
3127,Borderlands 2,0.32,0.16,0.01,0.15,0.64
3129,Crash Bandicoot Purple: Ripto's Rampage,0.46,0.17,0.0,0.01,0.64
3130,Assassin's Creed IV: Black Flag,0.22,0.38,0.0,0.05,0.64
3131,Need For Speed: Undercover,0.27,0.31,0.0,0.07,0.64
3132,Spyro: A Hero's Tail,0.32,0.25,0.0,0.08,0.64
3133,Crash: Twinsanity,0.32,0.25,0.0,0.08,0.64
3134,The LEGO Movie Videogame,0.33,0.23,0.03,0.05,0.64
3135,Max Payne 2: The Fall of Max Payne,0.47,0.15,0.0,0.02,0.64
3137,Drawn to Life: The Next Chapter,0.44,0.14,0.0,0.06,0.64
3138,GoldenEye: Rogue Agent,0.54,0.02,0.0,0.09,0.64
3139,WWE 2K15,0.38,0.2,0.0,0.06,0.64
3141,Star Ocean: First Departure,0.2,0.13,0.22,0.09,0.64
3142,James Bond 007: Everything or Nothing,0.43,0.19,0.0,0.02,0.64
3143,X2: Wolverine's Revenge,0.31,0.24,0.0,0.08,0.64
3144,NBA Live 06,0.57,0.04,0.0,0.03,0.64
3149,Rayman 3D,0.23,0.35,0.0,0.06,0.64
3150,Football Manager 2014,0.0,0.6,0.0,0.03,0.64
3152,TimeSplitters 2,0.29,0.33,0.0,0.01,0.64
3153,Onimusha: Dawn of Dreams,0.15,0.12,0.34,0.04,0.64
3154,Sengoku Basara: Samurai Heroes,0.17,0.04,0.4,0.02,0.64
3155,Stuntman: Ignition,0.25,0.31,0.0,0.07,0.64
3156,Real Heroes: Firefighter,0.56,0.04,0.0,0.05,0.64
3157,Dishonored 2,0.22,0.32,0.0,0.1,0.64
3161,The Crew,0.25,0.34,0.0,0.05,0.64
3162,Dragon Ball: Raging Blast 2,0.49,0.09,0.01,0.05,0.64
3166,NHL 13,0.33,0.21,0.0,0.09,0.64
3167,Dead or Alive 5,0.23,0.14,0.2,0.07,0.64
3168,Evolve,0.37,0.2,0.0,0.06,0.64
3169,Lemony Snicket's A Series of Unfortunate Events,0.31,0.24,0.0,0.08,0.64
3170,Lost Planet: Extreme Condition,0.31,0.17,0.07,0.08,0.64
3171,X-Men Legends II: Rise of Apocalypse,0.53,0.02,0.0,0.09,0.63
3175,LEGO Star Wars II: The Original Trilogy,0.55,0.03,0.0,0.05,0.63
3178,Rock Band 3,0.53,0.06,0.0,0.04,0.63
3179,Dragon Age II,0.23,0.33,0.0,0.08,0.63
3180,Tony Hawk's Pro Skater 2x,0.41,0.19,0.0,0.03,0.63
3181,NBA Live 08,0.56,0.02,0.01,0.05,0.63
3183,FIFA Soccer 2003,0.2,0.4,0.0,0.04,0.63
3185,The Lord of the Rings: Conquest,0.37,0.2,0.0,0.06,0.63
3186,Far Cry 4,0.15,0.44,0.0,0.04,0.63
3188,NASCAR 06: Total Team Control,0.53,0.02,0.0,0.09,0.63
3192,Iron Man,0.46,0.09,0.0,0.09,0.63
3193,White Knight Chronicles II,0.23,0.09,0.27,0.04,0.63
3195,Juiced 2: Hot Import Nights,0.22,0.34,0.0,0.07,0.63
3196,Wolfenstein,0.25,0.27,0.0,0.11,0.63
3197,The Walking Dead: Survival Instinct,0.46,0.11,0.0,0.05,0.63
3198,The Sims 3: Generations,0.4,0.23,0.0,0.0,0.63
3199,Ape Escape 2,0.12,0.09,0.38,0.03,0.63
3202,Sega Rally Revo,0.07,0.42,0.0,0.14,0.63
3203,Shin Megami Tensei: Persona 3 FES,0.22,0.2,0.16,0.05,0.63
3204,FIFA Soccer 2002,0.31,0.24,0.0,0.08,0.63
3205,Angry Birds Trilogy,0.38,0.2,0.0,0.05,0.63
3207,Condemned 2: Bloodshot,0.38,0.19,0.0,0.06,0.63
3208,Okami,0.11,0.03,0.15,0.34,0.63
