,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,worldwide_sales
2146,Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0.4,0.0,0.09,0.96
2147,de Blob,Wii,2008,Platform,THQ,0.49,0.37,0.0,0.1,0.96
2148,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96
2149,Shinobi,PlayStation 2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.95
2150,Mortal Kombat: Deadly Alliance,Xbox,2002,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.9600000000000001
2151,The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0.0,0.14,0.9500000000000001
2152,Sniper Elite V2,PlayStation 3,2012,Shooter,505 Games,0.38,0.38,0.06,0.14,0.9600000000000001
2153,ESPN NBA 2K5,Xbox,2004,Sports,Global Star,0.88,0.04,0.0,0.04,0.9600000000000001
2154,Gangs of London,PlayStation Portable,2006,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95
2155,Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.29,0.34,0.05,0.9400000000000002
2156,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.96
2158,World Championship Poker,PlayStation 2,2004,Misc,Play It,0.8,0.03,0.0,0.13,0.9600000000000001
2159,My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.9500000000000001
2160,Tom Clancy's Splinter Cell: Chaos Theory,PlayStation 2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.9500000000000001
2161,Sonic Unleashed,Xbox 360,2008,Platform,Sega,0.54,0.32,0.0,0.09,0.9500000000000001
2162,SpongeBob SquarePants: Battle for Bikini Bottom,GameCube,2003,Platform,THQ,0.74,0.19,0.0,0.03,0.96
2163,Disney Infinity 2.0: Marvel Super Heroes,PlayStation 3,2014,Action,Disney Interactive Studios,0.46,0.33,0.0,0.16,0.9500000000000001
2164,PlayStation All-Stars Battle Royale,PlayStation 3,2012,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.9600000000000001
2165,Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.84,0.04,0.0,0.07,0.95
2166,Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.67,0.21,0.0,0.07,0.95
2167,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,Capcom,0.39,0.0,0.53,0.03,0.9500000000000001
2168,Pro Evolution Soccer 2014,PlayStation 3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95
2170,Wild ARMs,PlayStation,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.9500000000000002
2171,Tom Clancy's Ghost Recon: Future Soldier,PlayStation 3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.94
2172,Kessen,PlayStation 2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.96
2173,Driver: San Francisco,PlayStation 3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95
2174,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,Game Boy Advance,2003,Misc,Konami Digital Entertainment,0.68,0.25,0.0,0.02,0.9500000000000001
2175,NCAA Football 2000,PlayStation,1999,Sports,Electronic Arts,0.53,0.36,0.0,0.06,0.95
2176,Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0.0,0.09,0.96
2177,Army of Two: The 40th Day,Xbox 360,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95
2178,Sonic & Sega All-Stars Racing,PlayStation 3,2010,Racing,Sega,0.36,0.43,0.0,0.16,0.9500000000000001
2179,Just Dance 2016,Wii,2015,Misc,Ubisoft,0.41,0.46,0.0,0.08,0.95
2180,Skylanders: Trap Team,Wii,2014,Action,Activision,0.41,0.46,0.0,0.08,0.95
2181,Lost Planet 2,PlayStation 3,2010,Shooter,Capcom,0.29,0.33,0.2,0.13,0.9500000000000001
2182,LEGO Pirates of the Caribbean: The Video Game,PlayStation 3,2011,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.9500000000000001
2183,NBA 2K16,Xbox 360,2015,Sports,Take-Two Interactive,0.79,0.05,0.0,0.1,0.9400000000000001
2184,Killzone,PlayStation 2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.9500000000000001
2185,Colin McRae Rally 04,PlayStation 2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94
2186,Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.54,0.32,0.0,0.08,0.9400000000000001
2187,The SpongeBob SquarePants Movie,GameCube,2004,Platform,THQ,0.73,0.19,0.0,0.03,0.95
2188,Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94
2189,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PlayStation,1996,Misc,GT Interactive,0.52,0.36,0.0,0.06,0.94
2190,Castlevania: Lament of Innocence,PlayStation 2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.9400000000000001
2191,Rocksmith 2014,Xbox 360,2013,Misc,Ubisoft,0.69,0.16,0.0,0.09,0.94
2192,Tom Clancy's Splinter Cell: Blacklist,PlayStation 3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.9400000000000001
2193,Destroy All Humans!,PlayStation 2,2005,Shooter,THQ,0.78,0.03,0.0,0.13,0.9400000000000001
2194,Skylanders: Spyro's Adventure,PlayStation 3,2011,Action,Activision,0.39,0.39,0.0,0.16,0.9400000000000001
2195,MVP Baseball 2005,Xbox,2005,Sports,Electronic Arts,0.7,0.2,0.0,0.03,0.9299999999999999
2196,SaGa Frontier 2,PlayStation,1999,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94
2197,Phantasy Star Portable,PlayStation Portable,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.93
2198,WWE SmackDown vs. Raw 2009,PlayStation 3,2008,Fighting,THQ,0.51,0.3,0.01,0.12,0.9400000000000001
2199,NCAA Football 10,Xbox 360,2009,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94
2200,Brutal Legend,PlayStation 3,2009,Action,Electronic Arts,0.54,0.27,0.0,0.13,0.9400000000000001
2201,Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0.0,0.08,0.94
2202,MLB 2000,PlayStation,1999,Sports,Sony Computer Entertainment,0.52,0.35,0.0,0.06,0.9299999999999999
2203,Bully,PlayStation 2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.9400000000000001
2204,Rise of the Tomb Raider,PlayStation 4,2016,Adventure,Square Enix,0.23,0.53,0.04,0.14,0.9400000000000001
2205,Prince of Persia: The Sands of Time,Xbox,2003,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94
2206,Hot Shots Golf Fore!,PlayStation 2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0.0,0.12,0.9400000000000001
2207,MLB 06: The Show,PlayStation 2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.9400000000000001
2208,NHL 2003,PlayStation 2,2002,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.9400000000000001
2209,Naruto Shippuden: Ultimate Ninja Storm 3,PlayStation 3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.9400000000000001
2210,EA Sports UFC 2,PlayStation 4,2016,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93
2211,The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.9300000000000002
2213,Tony Hawk's Pro Skater 4,Xbox,2002,Sports,Activision,0.59,0.3,0.0,0.04,0.9299999999999999
2214,Dragon Age: Inquisition,Xbox One,2014,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93
2215,White Knight Chronicles: International Edition,PlayStation 3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.9299999999999999
2216,SingStar Abba,PlayStation 3,2008,Misc,Sony Computer Entertainment,0.27,0.5,0.0,0.16,0.93
2217,Crash City Mayhem,Game Boy Advance,2004,Racing,THQ,0.67,0.25,0.0,0.02,0.9400000000000001
2218,Spider-Man,Atari,1981,Action,Parker Bros.,0.87,0.05,0.0,0.01,0.93
2219,Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93
2220,Toy Story 2: Buzz Lightyear to the Rescue!,Nintendo 64,1999,Platform,Activision,0.71,0.2,0.0,0.01,0.9199999999999999
2221,Castlevania II: Simon's Quest,Nintendo,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0.0,0.9299999999999999
2222,Mega Man 4,Nintendo,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.9299999999999999
2223,Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0.0,0.1,0.93
2224,Teenage Mutant Ninja Turtles,Game Boy Advance,2003,Action,Unknown,0.67,0.25,0.0,0.02,0.9400000000000001
2225,Bayonetta,Xbox 360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.9299999999999999
2226,MLB 07: The Show,PlayStation 2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93
2227,Cars,GameCube,2006,Racing,THQ,0.72,0.19,0.0,0.03,0.94
2228,Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.9299999999999999
2229,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.9400000000000001
2230,Operation Flashpoint: Dragon Rising,Xbox 360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93
2231,Inazuma Eleven 3,DS,2010,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93
2232,Lego Batman 3: Beyond Gotham,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,0.92
2233,Wipeout: In The Zone,Xbox 360,2011,Misc,Activision,0.87,0.0,0.0,0.06,0.9299999999999999
2234,SnoCross Championship Racing,PlayStation,1999,Racing,Ubisoft,0.52,0.35,0.0,0.06,0.9299999999999999
2235,Brothers in Arms: Hell's Highway,PlayStation 3,2008,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93
2236,The LEGO Movie Videogame,PlayStation 3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93
2237,Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93
2238,Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.1,0.9299999999999999
2239,Teenage Mutant Ninja Turtles,PlayStation 2,2003,Action,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92
2240,Disney Magical World,3DS,2013,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.93
2241,Top Gun: Combat Zones,PlayStation 2,2001,Simulation,Titus,0.45,0.35,0.0,0.12,0.92
2242,NCAA Football 11,Xbox 360,2010,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.9199999999999999
2243,007: The World is not Enough,PlayStation,2000,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.9199999999999999
2244,Cars,Wii,2006,Racing,THQ,0.83,0.03,0.0,0.07,0.9299999999999999
2245,Monster High: Ghoul Spirit,DS,2011,Misc,THQ,0.69,0.16,0.0,0.07,0.9199999999999999
2246,Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.93
2247,MLB 15: The Show,PlayStation 4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.93
2248,South Park: The Stick of Truth,PlayStation 3,2014,Role-Playing,Ubisoft,0.43,0.34,0.0,0.16,0.93
2249,South Park: The Stick of Truth,Xbox 360,2014,Role-Playing,Ubisoft,0.58,0.26,0.0,0.09,0.9299999999999999
2250,NHL 98,PlayStation,1997,Sports,Electronic Arts,0.51,0.35,0.0,0.06,0.9199999999999999
2251,Space Jam,PlayStation,1996,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06,0.9199999999999999
2252,Balloon Fight,Nintendo,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.9199999999999999
2253,Knockout Kings 2000,Nintendo 64,1999,Fighting,Electronic Arts,0.63,0.27,0.0,0.02,0.92
2254,MLB 12: The Show,PlayStation 3,2012,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.9199999999999999
2255,SpongeBob SquarePants: The Yellow Avenger,PlayStation Portable,2006,Action,THQ,0.55,0.21,0.0,0.16,0.92
2256,Dante's Inferno,Xbox 360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.9200000000000002
2257,Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92
2258,WWE SmackDown vs. Raw 2009,Xbox 360,2008,Fighting,THQ,0.58,0.26,0.0,0.08,0.9199999999999999
2259,Sonic Riders,GameCube,2006,Racing,Sega,0.71,0.18,0.0,0.03,0.9199999999999999
2260,Starsky & Hutch,PlayStation 2,2003,Racing,Empire Interactive,0.45,0.35,0.0,0.12,0.92
2261,Tobal No.1,PlayStation,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.9200000000000002
2262,Blue Dragon,Xbox 360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.9099999999999999
2263,Buzz! Quiz World,PlayStation 3,2009,Misc,Sony Computer Entertainment,0.16,0.57,0.0,0.19,0.9199999999999999
2264,Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.9299999999999999
2265,Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.91
2266,Street Hoops,PlayStation 2,2002,Sports,Activision,0.45,0.35,0.0,0.12,0.92
2267,EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.28,0.51,0.02,0.11,0.92
2268,EA Sports Active 2,PlayStation 3,2010,Sports,Electronic Arts,0.52,0.27,0.0,0.12,0.91
2269,Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.76,0.09,0.0,0.06,0.9099999999999999
2270,Knockout Kings 2002,PlayStation 2,2002,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.92
2271,Injustice: Gods Among Us,PlayStation 4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.3,0.0,0.16,0.92
2272,Tom Clancy's EndWar,Xbox 360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.9199999999999999
2274,Tokyo Xtreme Racer 3,PlayStation 2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.9199999999999999
2275,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.9099999999999999
2276,Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0.0,0.07,0.9099999999999999
2277,Glover,Nintendo 64,1998,Platform,Hasbro Interactive,0.72,0.17,0.0,0.01,0.9
2278,Colin McRae Rally 2.0,PlayStation,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.9100000000000001
2279,Dynasty Warriors 7,PlayStation 3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.9000000000000001
2280,NBA 2K14,Xbox One,2013,Sports,Take-Two Interactive,0.7,0.11,0.0,0.09,0.8999999999999999
2282,SSX,PlayStation 3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.92
2283,Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.32,0.02,0.09,0.91
2284,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.84,0.0,0.0,0.07,0.9099999999999999
2286,Sonic Mega Collection Plus,Xbox,2004,Misc,Sega,0.61,0.26,0.0,0.04,0.91
2287,Operation Flashpoint: Dragon Rising,PlayStation 3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.9100000000000001
2288,Tiger Woods PGA Tour 2002,PlayStation 2,2002,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.91
2289,Lost Odyssey,Xbox 360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.8999999999999999
2290,Street Fighter V,PlayStation 4,2016,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9
2291,Just Cause 3,Xbox One,2015,Action,Square Enix,0.44,0.39,0.0,0.08,0.91
2293,MLB 2005,PlayStation 2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.91
2294,Marvel: Ultimate Alliance 2,Xbox 360,2009,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.91
2295,Burnout Revenge,PlayStation 2,2005,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9
2296,Crysis 3,Xbox 360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.91
2297,Far Cry 4,Xbox 360,2014,Shooter,Ubisoft,0.45,0.37,0.0,0.08,0.9
2298,The Witcher 2: Assassins of Kings,Xbox 360,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9
2299,Homefront,PlayStation 3,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9
2300,Destruction Derby,PlayStation,1995,Racing,Psygnosis,0.5,0.34,0.0,0.06,0.9000000000000001
2301,LEGO Jurassic World,PlayStation 4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9
2302,Avatar: The Game,PlayStation 3,2009,Action,Ubisoft,0.32,0.42,0.0,0.16,0.9
2303,The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0.0,0.07,0.9000000000000001
2304,3Xtreme,PlayStation,1999,Action,989 Studios,0.5,0.34,0.0,0.06,0.9000000000000001
2305,Hot Shots Tennis,PlayStation 2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9000000000000001
2306,MX vs. ATV Reflex,PlayStation 3,2009,Racing,THQ,0.52,0.25,0.0,0.12,0.89
2307,Madden NFL 25,PlayStation 4,2013,Sports,Electronic Arts,0.63,0.13,0.0,0.15,0.91
2308,Sonic Heroes,Xbox,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9
2309,Madden NFL 99,Nintendo 64,1998,Sports,Electronic Arts,0.84,0.05,0.0,0.01,0.9
2310,Spider-Man 3,PlayStation 2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9
2311,James Bond 007: Agent Under Fire,Xbox,2002,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9
2312,LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,Disney Interactive Studios,0.34,0.46,0.0,0.1,0.9
2313,LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.8900000000000001
2314,DJ Hero,PlayStation 3,2009,Misc,Activision,0.42,0.34,0.0,0.14,0.9
2315,Skylanders: Trap Team,Xbox 360,2014,Action,Activision,0.54,0.27,0.0,0.08,0.89
2316,X-Men Legends,Xbox,2004,Role-Playing,Activision,0.62,0.24,0.0,0.04,0.9
2317,NBA Live 2005,Xbox,2004,Sports,Electronic Arts,0.81,0.05,0.0,0.04,0.9000000000000001
2318,Harry Potter: Quidditch World Cup,PlayStation 2,2003,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.89
2319,LEGO The Lord of the Rings,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.48,0.34,0.0,0.07,0.8900000000000001
2320,Madagascar,Game Boy Advance,2005,Platform,Activision,0.62,0.24,0.0,0.03,0.89
2321,Blitz: The League,PlayStation 2,2005,Sports,Unknown,0.74,0.03,0.0,0.12,0.89
2322,The Biggest Loser: Ultimate Workout,Xbox 360,2010,Sports,THQ,0.73,0.1,0.0,0.06,0.8899999999999999
2323,Castlevania: Circle of the Moon,Game Boy Advance,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89
2324,SOCOM 4: U.S. Navy SEALs,PlayStation 3,2011,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89
2325,Tiger Woods PGA Tour 06,PlayStation 2,2005,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89
2326,FIFA Street,Xbox 360,2012,Sports,Electronic Arts,0.17,0.62,0.0,0.1,0.89
2327,Classic NES Series: The Legend of Zelda,Game Boy Advance,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89
2328,Fire Emblem: The Sacred Stones,Game Boy Advance,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.8999999999999999
2329,Cars 2,Wii,2011,Racing,Disney Interactive Studios,0.43,0.37,0.0,0.09,0.89
2330,TouchMaster 2,DS,2008,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.89
2331,Pokemon Card GB2: Here Comes Team GR!,Game Boy,2001,Strategy,Nintendo,0.0,0.0,0.89,0.0,0.89
2332,MLB 16: The Show,PlayStation 4,2016,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.17,0.89
2333,Killzone: Liberation,PlayStation Portable,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0.0,0.18,0.8899999999999999
2334,Finding Nemo,GameCube,2003,Action,THQ,0.69,0.18,0.0,0.02,0.8899999999999999
2335,Lego Batman 3: Beyond Gotham,Xbox 360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0.0,0.08,0.89
2336,Ace Combat 2,PlayStation,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.8900000000000001
2337,NFL 2K2,PlayStation 2,2001,Sports,Sega,0.44,0.34,0.0,0.11,0.89
2338,Pure,PlayStation 3,2008,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,0.89
2339,We Ski & Snowboard,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.8999999999999999
2340,Resistance: Retribution,PlayStation Portable,2009,Shooter,Sony Computer Entertainment,0.27,0.35,0.05,0.21,0.88
2341,Call of Duty: World at War,DS,2008,Shooter,Activision,0.56,0.25,0.0,0.08,0.89
2342,Tiger Woods PGA Tour 12: The Masters,PlayStation 3,2011,Sports,Electronic Arts,0.52,0.25,0.0,0.11,0.88
2343,CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0.0,0.1,0.89
2344,MLB 2001,PlayStation,2000,Sports,Sony Computer Entertainment,0.49,0.34,0.0,0.06,0.8900000000000001
2345,The Jak and Daxter Collection,PlayStation 3,2012,Platform,Sony Computer Entertainment,0.6,0.18,0.0,0.11,0.89
2346,FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.28,0.51,0.0,0.09,0.88
2347,SingStar Anthems,PlayStation 2,2006,Misc,Sony Computer Entertainment,0.0,0.68,0.0,0.2,0.8800000000000001
2348,LEGO Indiana Jones 2: The Adventure Continues,PlayStation 3,2009,Action,Activision,0.47,0.29,0.0,0.13,0.89
2350,Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.8899999999999999
2351,Buzz! Quiz TV,PlayStation 3,2008,Misc,Sony Computer Entertainment,0.28,0.47,0.0,0.13,0.88
2352,NCAA Football 13,PlayStation 3,2012,Action,Electronic Arts,0.82,0.0,0.0,0.07,0.8899999999999999
2353,Samba De Amigo,Wii,2008,Misc,Sega,0.41,0.37,0.01,0.09,0.88
2354,Mega Man 8 Anniversary Collector's Edition,PlayStation,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.8899999999999999
2355,The Simpsons Game,PlayStation 3,2007,Action,Electronic Arts,0.38,0.36,0.0,0.15,0.89
2356,Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0.0,0.09,0.89
2357,The Tomb Raider Trilogy,PlayStation 3,2011,Action,Square Enix,0.27,0.46,0.0,0.15,0.88
2358,F1 2010,Xbox 360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.88
2359,Call of Juarez: Bound in Blood,PlayStation 3,2009,Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88
2360,Minecraft: Story Mode,Xbox 360,2015,Adventure,Mojang,0.48,0.33,0.0,0.08,0.89
2362,NBA 2K6,PlayStation 2,2005,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88
2363,Dissidia 012: Duodecim Final Fantasy,PlayStation Portable,2011,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.87
2364,Buzz! The Mega Quiz,PlayStation 2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0.0,0.5,0.88
2365,Star Wars: Rebel Assault II - The Hidden Empire,PlayStation,1996,Shooter,CTO SpA,0.49,0.33,0.0,0.06,0.8800000000000001
2366,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.8,0.0,0.01,0.07,0.8800000000000001
2367,Far Cry: Primal,Xbox One,2016,Action,Ubisoft,0.47,0.33,0.0,0.08,0.88
2368,Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.8700000000000001
2369,Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88
2370,Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.5,0.28,0.0,0.09,0.87
2371,Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0.0,0.07,0.8700000000000001
2372,Rock Band 3,Xbox 360,2010,Misc,MTV Games,0.73,0.09,0.0,0.06,0.8799999999999999
2373,WWE SmackDown vs. Raw 2011,Xbox 360,2010,Fighting,THQ,0.44,0.35,0.0,0.08,0.87
2374,ESPN NHL 2K5,PlayStation 2,2004,Sports,Global Star,0.43,0.33,0.0,0.11,0.87
2375,Borderlands: The Handsome Collection,PlayStation 4,2015,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88
2376,Crimson Skies: High Road to Revenge,Xbox,2003,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.8700000000000001
2377,Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.8,0.0,0.0,0.07,0.8700000000000001
2378,Spec Ops: Ranger Elite,PlayStation,2001,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.8800000000000001
2379,Gex,PlayStation,1995,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.8800000000000001
2380,F1 2009,Wii,2009,Racing,Codemasters,0.15,0.62,0.0,0.11,0.88
2382,Tom Clancy's Ghost Recon: Island Thunder,Xbox,2003,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.88
2383,Sleeping Dogs,Xbox 360,2012,Action,Square Enix ,0.38,0.4,0.01,0.08,0.87
2384,Kingdoms of Amalur: Reckoning,Xbox 360,2012,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.8700000000000001
2385,Metal Gear Ac!d,PlayStation Portable,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.8700000000000001
2386,Need for Speed: V-Rally,PlayStation,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.8699999999999999
2387,Monster Strike 3DS,3DS,2015,Action,"mixi, Inc",0.0,0.0,0.87,0.0,0.87
2388,Kingdom Hearts Re: Chain of Memories,PlayStation 2,2008,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.88
2389,Phantasy Star Portable 2,PlayStation Portable,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.8700000000000001
2390,Peppa Pig: The Game,DS,2008,Misc,Pinnacle,0.0,0.81,0.0,0.06,0.8700000000000001
